doc_id,context,question,ratings,hypo_answers
basketball,"Olympic History

Basketball first featured at the Olympic Games as a demonstration sport at the St. Louis 1904 Olympic Games, when the competition counted as an event of the American basketball championship (consequently, only American teams took part). Basketball became an official Olympic sport at the Berlin 1936 Olympic Games. Women’s basketball was included on the Olympic programme for the first time 40 years later at the Montreal 1976 Olympic Games.

Historically, the United States has been particularly dominant in the sport it invented, with the men’s team bringing home Olympic gold at every Games apart from the 1972, 1980, 1988 and 2004 editions, and the women’s team winning gold at every Games since 1984 (with the exception of Barcelona '92, when they won bronze). The USA made its mark at the Barcelona 1992 Olympics with its ‘Dream Team’ of NBA players who came away with the gold medal after winning each of their games by an average of 40 points.",When was women's basketball included on the Olympic programme for the first time?,5,"Women's basketball was included in the Olympic programme for the first time in the 1976 Summer Olympics held in Montreal, Canada."
beachhandball,"After beach volleyball began to thrive on Italy’s beaches, it inspired the country’s handball players to transfer the game to the sand.",What inspired Italy's handball players to transfer their game to the sand?,4,"Italy's handball players were likely inspired to transfer their game to the sand due to the popularity and success of beach handball as a sport. The more relaxed and fun atmosphere, as well as the unique set of skills required to play on sand, may have also played a role in their decision to make the switch."
beachhandball,"Beach Handball Evolution

In the late 1980s, Italian coach Simonetta Montagni began developing handball on the beach. As the discipline began to grow in popularity, coach Luciano Bartolini was asked to create the first set of rules for the game in 1990, making the fast-paced game fit within the existing beach volleyball court lines.

In 2000, beach handball became an official European Handball Federation (EHF) sport, and the first EHF Beach Handball European Championship was held that year in Gaeta, Italy. The sport was further developed with representatives of the International Handball Federation (IHF), and it began to reach a global audience. In 2004, the first Beach Handball World Championship was held in Egypt, and the first IHF under-17 World Championships were held in Mauritius in 2017. There, Spain won the men’s event and Hungary claimed the women’s gold.",Who created the first set of rules for beach handball in 1990?,4,The International Handball Federation (IHF) or the European Handball Federation (EHF)
beachhandball,"Beach and Indoor Differences

While beach handball stems from indoor handball, the sand underfoot shapes how the game is played. The softer landing often results in spectacular, twisting mid-air shots from players hoping to outwit the goalkeeper. Unlike indoor handball, beach handball is not only a non-contact sport, but each period is also scored separately. The winner of a period is awarded one point. Tied matches are decided by a shootout, where a player will try to beat the opposing team’s goalkeeper in a one-on-one. In the shootouts, each team gets five initial attempts. If the scores remained tied, sudden death decides the winner.",How is a tied match in beach handball typically decided?,5,"A tied match in beach handball is typically decided by a shoot-out, similar to penalty shootouts in soccer. Each team takes turns shooting from the penalty line, with the team scoring the most goals being declared the winner."
beachhandball,"The Basics

In beach handball, four players from a squad of 10 – nine at the Olympic Games – take the court at a time: three players and one goalkeeper. As with indoor handball, goals are scored when the ball is thrown into the opponent’s goal, with spectacular goals, such as in-flight goals are spin shots, and goals that are scored by a goalkeeper, or from a penalty throw, worth an extra point. Beach handball matches are fast-paced, with two, 10-minute periods of play.",How many players are on the court at a time in beach handball?,5,"In beach handball, there are 4 players on each team on the court at a time."
beachhandball,"Olympic History

Beach Handball, a new discipline of handball, made its debut on the Olympic stage at the Summer Youth Olympic Games Buenos Aires 2018. There, it replaced indoor handball, which was included at Singapore 2010 and Nanjing 2014. The discipline made a big statement at Buenos Aires 2018 since it had the largest number of athletes of any of the new disciplines; 215 athletes competed in the men’s and women’s tournaments. The men’s team from Spain and the women’s team from Argentina each took the gold.",In which year did Beach Handball make its debut on the Olympic stage at the Summer Youth Olympic Games?,4,Beach Handball made its debut on the Olympic stage at the Summer Youth Olympic Games in 2018.
beachvolleyball,"A variation of volleyball played on sand first appeared on the beaches of Santa Monica, California in the 1920s. The first beach volleyball tournament took place in 1947 and the first circuit was launched in the 1950s, involving hundreds of players on Californian beaches. The first professional players’ union was established in the 1980s and the first international tournament sanctioned by the International Volleyball Federation (FIVB) was held in 1987.",When did the first international tournament sanctioned by the International Volleyball Federation (FIVB) take place?,5,The first international tournament sanctioned by the FIVB took place in 1949.
beachvolleyball,"Brief Overview of the Rules

Beach volleyball is played by two teams of two players on a sand court 16m long and 8m wide—slightly smaller than an indoor court—that is divided by a net. Beach volleyball uses the same net height as indoor volleyball: 2.24m for women and 2.43m for men.

The first team to win two sets wins the match. The first two sets are played to 21 points each and the third set, if necessary, is played to 15 points. As there are only two players per team, players have a lot more ground to cover, which means they need lightning-fast reflexes. Beach volleyball matches are played outdoors, where wind, sun, and rain can affect playing conditions; players therefore need to be very versatile and adapt to the elements in order to succeed.",What are the dimensions of a beach volleyball court and the height of the net for men and women?,5,"The dimensions of a beach volleyball court are 16m x 8m, and the height of the net is 2.43m for men and 2.24m for women."
beachvolleyball,"Olympic History

Beach volleyball made its official Olympic debut at the Atlanta 1996 Olympic Games after first appearing as a demonstration sport at the 1992 Summer Olympics in Barcelona. Brazil and the USA have achieved considerable success in the sport, winning a combined 24 Olympic medals (including 10 golds) out of a possible 42. The only other NOCs to finish on top of the podium have been Germany in the men’s (London 2012) and women’s tournaments (Rio 2016), Australia in the women’s tournament (Sydney 2000), and Norway in the men’s tournament (Tokyo 2020).",Which country won the first Olympic gold medal in beach volleyball for the women's tournament?,4,United States
boxing,"The exact origins of the sport of boxing are unknown, though some of the earliest evidence (dating from the 3rd millennium BCE) comes from Sumerian artifacts found in present-day Iraq. Boxing was introduced to the ancient Olympic Games in 688 BC, where boxers used soft leather thongs to bind their hands and forearms for protection.

Boxing seemed to disappear with the fall of the Roman Empire before resurfacing in the 17th century in England, where records of amateur boxing began in 1880. Initially, five weight categories were contested: bantam, not exceeding 54 kilos; feather, not exceeding 57 kilos; light, not exceeding 63.5 kilos; middle, not exceeding 73 kilos; and heavy, any weight.",What were the original weight categories for boxing when it was first introduced to the ancient Olympic Games in 688 BC?,1,"The original weight categories for boxing in the ancient Olympic Games in 688 BC were likely not as organized as the modern weight classes we have today. However, athletes were likely divided based on size and weight to ensure fair competition. This could have included categories such as light, middle, and heavyweight, but the specific details may have varied."
boxing,"Brief Overview of the Rules

Olympic boxing is governed by a special set of rules. Only amateur boxers are allowed to compete, which means the Olympic Games are often the starting point of a glittering career for some of the biggest names in the sport, including none other than Muhammad Ali. Competing as Cassius Clay (he changed his name in 1964), Ali won light heavyweight gold at the 1960 Olympics in Rome.

Between 1984 and 2012, male boxers were required to wear protective headgear, but the rule was abandoned for the 2016 Rio Games (female boxers are still required to wear head guards). Each bout is disputed over three rounds of three minutes each for men, and four rounds of two minutes each for women. At the end of every round, each of the judges determine a winner based on the judging criteria and award the victor 10 points for the round. The loser of the round can be awarded anywhere between seven to nine points based on the level of performance in that round. After the bout ends, each judge adds up the round scores to determine a final winner.",What was the outcome regarding the usage of protective headgear in Olympic boxing for male boxers at the 2016 Rio Games?,5,The outcome regarding the usage of protective headgear in Olympic boxing for male boxers at the 2016 Rio Games was that it was not mandatory. This change was made in an effort to reduce the number of concussions in the sport.
boxing,"Olympic History

Boxing made its debut at the modern Olympic Games in 1904, and has been contested at every Summer Games since—save for the 1912 Olympics in Stockholm, as Swedish law banned the sport at the time. Women’s boxing was first introduced to the Olympic programme at London 2012. The USA swept the podium at the 1904 Games in St Louis as it was the only NOC to compete in the event! Team USA athletes have continued to achieve Olympic success in the sport (winning 117 medals), with competitors from Cuba (78 medals) and Great Britain (62 medals) also performing well.",Which country swept the podium in boxing at the 1904 Olympic Games in St Louis?,5,The United States.
fencing,"Fencing’s origins can be found in swordplay, which has been practised for thousands of years—as evidenced by the discovery of carvings depicting fencers that date to around 1190 BCE which were discovered in a temple near Luxor, Egypt.

Spurred on by Italian, German and French fencing masters, fencing made the transition from a form of military training to a sport in either the 14th or 15th century. Fencing is now practised all over the world, generating fierce competition not only in Europe but also in Asia, Oceania, the Americas and Africa; the International Fencing Federation is now made up of 157 national federation members.","What year were carvings depicting fencers discovered in a temple near Luxor, Egypt?",5,"The carvings depicting fencers were discovered in a temple near Luxor, Egypt in the year 2018."
fencing,"Brief Overview of the Rules

In fencing, two competitors, each holding a weapon in one hand, face each other to strike their opponent on a valid target area of the body. The rules differ according to the type of weapon used. There are 12 events in Olympic fencing, with three types of weapon used: foil, épée and sabre.

Hits made with the point (tip), edge, or back of the blade are counted as valid in sabre, with the target area including the entire torso above the waist, as well as the head and arms. In épée and foil, fencers only score when they strike their opponent with the point of their weapon. In épée the target area covers the entire body from the mask down to the feet, while in foil the target area is the trunk only (torso, shoulders and neck). The first fencer to reach 15 points, or scores the most points at the completion of three three-minute rounds, wins the match. In team fencing, the first team to score 45 points, or the team leading when time runs out, wins.",What are the target areas for hits to be counted as valid in sabre fencing?,5,"The target areas for hits to be counted as valid in sabre fencing are the torso, including the arms up to the wrists, and the mask."
fencing,"Olympic History

Fencing is a long-standing Olympic sport, as evidenced by its presence on the Olympic programme since the inaugural modern Olympic Games in Athens in 1896. Women’s fencing entered the Games in 1924 in Paris. Today, men and women compete in individual and team events. Previously, foil was the only women’s fencing event until the Atlanta 1996 Olympic Games when women’s épée was added, while women’s sabre was added for the first time at the Athens 2004 Olympic Games.

Among the figures who have left their mark on the sport is Italy’s Nedo Nadi: the only fencer to have won a medal in every weapon in a single edition of the Games. In 1912, at 18 years old, he won gold in the foil. Then, after being decorated by his country for acts of bravery during World War I, he won five gold medals in Antwerp in 1920 - a historic and unequalled record - in the individual foil and sabre events, and in the team foil, épée and sabre events.",When did women’s sabre become an Olympic event for the first time?,5,Women's sabre became an Olympic event for the first time in the 2004 Athens Olympics.
marathonswimming,"At the first three editions of the modern Olympic Games, all swimming events took place in a natural body of water prior to the inclusion of pools at the Games in 1908. Marathon swimming reappeared in 1991 when the discipline was officially introduced at the FINA World Swimming Championships (now known as the World Aquatics Championships); at the time, events were held over 25km and took over five hours to complete. The first time the 10km race was contested was at the World Swimming Championships in Fukuoka, Japan in 2001.",When did marathon swimming reappear as a discipline in official competitions?,5,Marathon swimming reappeared as a discipline in official competitions in the 19th century.
marathonswimming,"Brief Overview of the Rules

Marathon swimming takes places in open water environments such as the sea, rivers and lakes. Athletes must complete a 10km course, which takes nearly two hours to complete; their endurance, physical strength and brain power are all put to the test.

An ability to adapt is also crucial; tides and currents change quickly at sea, and the athletes must consider this in their strategy. Using the right tactics for the course and conditions is therefore key. In the last 3km, swimmers begin to make their move for the finish line—how they manage their efforts becomes essential and is what ultimately influences the end result.",What distance must athletes complete in a marathon swimming race?,5,Approximately 10 kilometers or 6.2 miles.
marathonswimming,"Olympic History

Marathon swimming became the latest swimming discipline to be added to the Olympic programme when the 10km race was introduced at the Beijing Games in 2008. The short history of this discipline means that few National Olympic Committees and athletes have had a chance to stand out in marathon swimming.

Although certain athletes focus solely on marathon swimming, others were previously specialists in other freestyle pool events, making these swimmers highly competitive. A prime example is Tunisian swimmer Oussama Mellouli, who won the gold medal in the men’s 1,500m freestyle event in Beijing in 2008 and then won the men’s marathon swimming event in London four years later.",When was marathon swimming added to the Olympic programme?,5,Marathon swimming was added to the Olympic programme in 2008.
weightlifting,"Weightlifting—often known as Olympic weightlifting—has been around for thousands of years, yet the objective remains the same: the athlete who lifts the most weight wins. Evidence of the sport dates to ancient Egypt and Greece, where people lifted heavy stones in contests of strength. Weightlifting re-emerged in the 19th century, when the first World Weightlifting Championships were held in 1891.",When were the first World Weightlifting Championships held?,5,The first World Weightlifting Championships were held in 1891.
weightlifting,"Brief Overview of the Rules

The Olympic weightlifting programme has greatly evolved over time. Since the Montreal 1976 Games, there have been two lifts used in competition: the snatch and the clean and jerk. In the snatch, the bar is lifted from the floor to above the head in one movement. By contrast, the clean and jerk is a two-stage action: the bar is first brought up to the shoulders before being jerked over the head. These extremely demanding exercises require exceptional physical strength and ironclad mental resolve.

Today, competitors perform both lifts three times, and their best result in each lift are combined to determine their overall score. The competitor with the highest total score is declared the winner. Men and women will each compete across five weight classes for the Paris 2024 Olympic Games.",What are the two lifts used in Olympic weightlifting competition since the Montreal 1976 Games?,5,The two lifts used in Olympic weightlifting competition since the Montreal 1976 Games are the snatch and the clean and jerk.
weightlifting,"Olympic History

Weightlifting featured at the first modern Olympic Games held in Athens in 1896. Excluded from the Olympic programme for a few editions of the Games (1900, 1908 and 1912), weightlifting was reintroduced in 1920 at the Antwerp Games and has been included ever since. A women’s competition was first held at the Sydney 2000 Games.

At the beginning of the 20th century, European National Olympic Committees (NOCs) – particularly Germany, Austria and France – dominated weightlifting. From the 1950s onwards, Soviet athletes topped the podium until the 1990s, when athletes representing the People’s Republic of China, Türkiye, Greece and the Islamic Republic of Iran began to claim the majority of medals on offer. China has been dominating women’s weightlifting since it was introduced as an official Olympic sport in 2000.",Which country has dominated women's weightlifting since it was introduced as an official Olympic sport in 2000?,5,China
tennis,"The precursor to tennis was the “jeu de paume,” or “game of the hand,” which originated in France in the 11th century. It was played in a monastery courtyard and involved using one's palm to hit a ball against walls and sloping roofs. Tennis, as we know it today, was developed in 19th-century England. As the sport’s soaring popularity overtook that of croquet, the All England Croquet Club decided to allow its lawns to be used for tennis. Several national federations were set up throughout the world during the 19th century, culminating in the birth of the International Lawn Tennis Federation—now known as the International Tennis Federation—in 1913.",What was the precursor to modern-day tennis and where did it originate?,5,"The precursor to modern-day tennis was a game called ""real tennis"" or ""royal tennis,"" and it originated in France."
tennis,"Brief Overview of the Rules

Olympic tennis consists of events in men’s and women’s singles, and men’s, women’s and mixed doubles. Singles matches are played to the best of three sets with a standard tie-break in every set, including the final set.",What types of events are included in Olympic tennis?,5,Singles and doubles matches are included in Olympic tennis events.
tennis,"Olympic History

Tennis has been contested in sporadic fashion throughout Olympic Games history. It first featured at the first modern Olympiad in Athens in 1896, but was withdrawn from the programme after the 1924 Olympic Games due to disputes between the International Lawn Tennis Federation and the International Olympic Committee over how to define amateur players. Despite a return as a demonstration event at Mexico 1968 and Los Angeles 1984, tennis did not make a definitive comeback as a full medal sport at the Olympic Games before Seoul 1988. Since then, some of the world’s greatest tennis players have competed at each edition of the Games. In recent years, the gold medal has been taken home by several superstars, including Rafael Nadal, Olympic champion in the singles event in 2008 and doubles in 2016; Stan Wawrinka and Roger Federer, Olympic doubles champions in 2008; and Serena and Venus Williams, who have won eight Olympic titles between them.",When did tennis make a definitive comeback as a full medal sport at the Olympic Games?,5,Tennis made a definitive comeback as a full medal sport at the Olympic Games in 1988.
triathlon,"Although it comprises three long-established disciplines, triathlon is still a young sport, having only been invented the 1970s by the San Diego Track Club as alternative workout to traditional track training. The club held the first official triathlon event in 1974, which featured a 8.5km run, an 8km cycle and a swim just short of 550m. The sport grew in popularity throughout the 1980s and in 1989, the International Triathlon Union (ITU) was founded in Avignon, France, which was also the site for the first world championships held later that year.",When was the International Triathlon Union (ITU) founded and where was its first world championships held?,5,"The International Triathlon Union (ITU) was founded in 1989, and its first world championships were held in Avignon, France in the same year."
triathlon,"Brief Overview of the Rules

The triathlon race format at the Olympics for both the women’s and men’s events consist of a 1500m swim, a 40km cycle and a 10km run. There are no heats; the competition is a single race in which the first athlete to cross the finish line is the winner, a feat requiring versatility and skill.

A mixed relay event was added at the Tokyo 2020 Games, which saw teams of two men and two women compete over a short‑course triathlon. All three events will return at the Paris 2024 Olympic Games.","What distances do athletes in the triathlon race at the Olympics have to swim, cycle, and run?",5,"The distances for the triathlon at the Olympics are a 1.5-kilometer swim, a 40-kilometer bike ride, and a 10-kilometer run."
triathlon,"Olympic History

The World Triathlon Cup series began in 1991, with 11 races contested in eight different countries. This event soon made the sport more accessible, so much so that triathlon was added to the Olympic programme at the Sydney 2000 Games. As triathlon is a relatively new sport, no nation has been truly dominant. The 39 medals awarded in six Games have been split between 16 National Olympic Committees, none of which has won more than three gold medals (Great Britain).",When was triathlon added to the Olympic programme?,5,Triathlon was added to the Olympic programme in the year 2000.
cyclingroad,"Cycling is composed of various disciplines, reflecting its age-old past and modern outlook. Road cycling is the earliest form of the sport. During the 19th century, cycling enjoyed a surge in popularity thanks to the invention of the chain-and-gearing system. The first races were organised a few years later, with the first documented event held in 1868 in Parc de Saint Cloud in Paris. Shortly thereafter, national cycling federations began to be established and an international federation, known as the Union Cycliste Internationale, was set up in 1900 to oversee the organisation of the various disciplines.",When was the first documented cycling race held and where?,5,"The first documented cycling race was held on May 31, 1868, in Parc de Saint-Cloud, Paris, France."
cyclingroad,"Brief Overview of the Rules

Road cycling takes place outside and is divided into two kinds of events at the Olympic Games: the road race and the individual time trial.

The road race, in which all riders set off at the same time in a mass start, is a highly tactical feat of endurance. The race (over 120km and 200km for female and male athletes respectively) is often won in a sprint finish over a few hundred metres, which means riders need to position themselves perfectly and conserve their energy in the first part of the race.

The time trial is a solo effort in which competitors set off at staggered times rather than in a grouped peloton. They cover a much shorter distance than that of the road race, as the time trial rarely exceeds 50km. Both events require consistency, concentration, and preservation through effective aerodynamic positioning and power.",What are the two kinds of road cycling events at the Olympic Games?,5,The two kinds of road cycling events at the Olympic Games are road race and individual time trial.
cyclingroad,"Olympic History

Road cycling is one of the original Olympic events, as it featured on the competitive programme at the first modern Olympiad in 1896 in Athens. However, the discipline would be left out of the next three Olympiads before making a return at the 1912 Olympics in Stockholm with the time trial. Women’s cycling was added to the Olympic programme in Los Angeles in 1984 with a road race, with the time trial added four years later. Prior to Atlanta '96, professional cyclists had been prohibited from competing at the Games; today, members of the professional cycling world have been welcomed at the competition, bringing additional prestige to Olympic races which are now contested by the world’s greatest cyclists.",When was women's cycling added to the Olympic programme?,5,Women's cycling was added to the Olympic programme in 1984.
sailing,"International sailing races began in 1851 when members of the New York Yacht Club decided to take part in a competition in England. To compete, they built a 101‑foot schooner named America, sailed to England and won a trophy called the Hundred Guineas Cup. The trophy was then renamed The America’s Cup in memory of this first international sailing competition.",In what year did international sailing races begin with the victory of the schooner America?,5,1851
sailing,"Brief Overview of the Rules

Sailing involves moving a boat solely by harnessing the power of the wind. Mastery over ever‑changing conditions requires both great skill and experience on the part of the athletes. In Olympic events, the rules of the international sailing federation, World Sailing, apply. Competitions are made up of fleet racing, where two equally-matched boats race around the same varied course.

There were ten events at the Tokyo Games, including windsurfing, mixed Nacra 17 Foiling, 49ers and the 470. The various sailing disciplines are constantly changing, and boats are designed to be increasingly small and lightweight, placing ever greater demands on both the athletic and technical capacities of the sailors. Two new events will take place for the first time at the Olympic Games in 2024: windsurfer – iQFoil and kiteboarding.",What organization's rules apply to Olympic sailing events?,5,The rules that apply to Olympic sailing events are governed by the International Sailing Federation (World Sailing).
sailing,"Olympic History

Sailing has featured on the programme at every edition of the Olympic Games of the modern era. They could not take place on 1st April 1896 in Athens, however, as bad weather conditions forced the organisers to cancel the events. The first competitions therefore took place at the Olympic Games in Paris in 1900. Since then, the categories included in the competition have constantly evolved. The different events are organised by monotype classes—i.e. their size and weight.",In what year did sailing first feature on the programme at the Olympic Games of the modern era?,5,Sailing first featured on the programme at the Olympic Games of the modern era in 1900.
equestrian,"Equestrian events originated in Ancient Greece, where it was thought that a perfect partnership was needed if rider and horse were to survive in battle. Dressage was therefore developed as a way of training horses for war. Equestrian events appeared at the ancient Olympic Games as chariot racing, which was a daring and exciting spectacle. The art of riding then fell into oblivion until its revival during the Renaissance. Dressage reached its peak with the creation of the world-famous Spanish Riding School in Vienna in 1729, which established the foundations of the modern discipline.",What was the purpose of developing dressage in Ancient Greece?,5,The purpose of developing dressage in Ancient Greece was to improve the training and discipline of horses for use in the military and for various equestrian competitions.
equestrian,"Brief Overview of the Rules

Equestrian comprises three disciplines at the Games, with men and women competing on equal terms.

In the jumping discipline, riders and horses are timed as they jump over obstacles, with time penalties imposed for each obstacle toppled. Agility, technique and harmony between horse and rider are essential.

Dressage is the most advanced form of horse training, where horse and rider perform a series of artistic movements to music. Judges evaluate the ease and fluidity with which they move around the course.

The third discipline of eventing resembles an equestrian triathlon. It combines the two other events—jumping and dressage—with a third: cross-country, which consists of a long course combining solid and natural obstacles, drawing on the athletes’ endurance and experience. The horse and rider with the most versatile skills win the three events.",What are the three disciplines of equestrian at the Games?,5,"The three disciplines of equestrian at the Games are dressage, show jumping, and eventing."
equestrian,"Olympic History

Equestrian sports first featured at the modern Olympic Games in 1900 in Paris with five events at the Place de Breteuil arena. At the Helsinki Games in 1952, women started taking part in the dressage event for the first time, which became a mixed-gender event. Women were able to take part in all equestrian events in 1964, making it the only entirely mixed-gender sport at the Olympic Games. Medals are awarded to both individual competitors and teams.",When did women start participating in all equestrian events at the Olympic Games?,4,Women began participating in all equestrian events at the Olympic Games in 1952.
futsal,"Futsal, commonly translated as “indoor football”, comes from the Spanish “fútbol sala” and from the Portuguese “futebol de salão”.","Where does the term ""futsal"" originate from?",5,"The term ""futsal"" originates from the Spanish words ""fútbol de salón"" which translates to ""indoor soccer""."
futsal,"Football Roots

Futsal is a five-a-side format of football, and the only form of indoor football approved by world governing body FIFA. Futsal emphasises technique, creativity, improvisation and ball control.",What aspects of football does Futsal specifically emphasize?,5,"Futsal specifically emphasizes close ball control, quick passing, agility, footwork, and teamwork."
futsal,"South American Origins

Futsal’s origins can be traced to South America, where Argentine-born coach Juan Carlos Ceriani devised a variation of the traditional 11-a-side football game for indoor competitions in YMCAs in Montevideo, Uruguay. Meanwhile, in São Paulo, Brazil, a game was also developing on the streets. Futsal soon spread through the continent. Participation continues to grow, and FIFA estimates more than 30 million play futsal globally.",Who is credited with devising the variation of traditional football for indoor competitions in South America?,5,"It is believed that Juan Carlos Ceriani is credited with devising the variation of traditional football for indoor competitions in South America, which later became known as futsal."
futsal,"Equitable Play

Where challenges like climate or infrastructure limit accessibility to football pitches—or the existence of them—futsal creates opportunities for more players to enjoy football. In isolated communities, big cities and island nations the only form of football competition is often futsal. Additionally, futsal creates opportunities for women in places where cultural limitations mean playing indoors is the only option.",How does futsal provide more opportunities for players in communities with limited access to traditional football pitches?,5,"Futsal provides more opportunities for players in communities with limited access to traditional football pitches by requiring a smaller playing field, which can be set up in gyms, outdoor courts, or even streets. This makes it more accessible for players in areas with limited space or resources for traditional football pitches. Additionally, the fast-paced nature of futsal helps players improve their skills in a smaller area, leading to better technical abilities that can translate to success on the traditional football field."
futsal,"Complementary to Football

Futsal is a game in its own right that boasts transferable skills to football, and many FIFA associations form leagues and competitions in hopes of developing football players. A FIFA study has shown that the game of futsal is played in more than 170 of FIFA’s 211 member associations. With a pitch nearly eight times smaller than that of a traditional football pitch, along with a smaller team size, futsal requires precise technical execution amid the fast-moving action of the game. Football greats like Pele, Zico, Socrates, Messi and Ronaldo honed their skills playing futsal.",What are some of the benefits of playing futsal for developing football players?,5,"Some benefits of playing futsal for developing football players include improved technique, quick decision-making skills, better ball control, increased awareness of space, and improved agility and coordination. Additionally, playing in a smaller space encourages players to think and react faster, leading to overall better performance on the field."
futsal,"Olympic History

Futsal was first included on the Olympic programme at the Summer Youth Olympic Games Buenos Aires 2018, where it replaced 11-a-side football contested at Singapore 2010 and Nanjing 2014. In the tournament, 10 teams of 10 athletes—with five on the pitch at any one time and five substitutes—participated in the men’s and women’s categories. Each match consisted of two 20-minute periods.

In addition to Buenos Aires 2018 being the first time futsal was included on the Olympic programme, it was also the first-ever FIFA women’s futsal tournament. In the tournament’s 24 matches, a total of 226 goals were scored, averaging 9.42 per match.",When was futsal first included on the Olympic programme?,2,Futsal has not yet been included on the Olympic programme.
shorttrackspeedskating,"In short track speed skating, athletes compete not against the clock, but against each other. This introduces the elements of strategy, bravery and skill needed for racing.",What do athletes in short track speed skating compete against?,5,Other athletes and the clock.
shorttrackspeedskating,"North American Origin

Short track (or indoor) speed skating began in Canada and the United States of America, where they held mass-start competitions on an oval track as early as 1905-1906. The lack of 400m long tracks led many North American skaters to practice on ice rinks. However, practicing on a smaller track brought new challenges, like tighter turns and shorter straightaways, which lead to different techniques in order to win on a shorter track. These countries began competing against each other on an annual basis. The sport’s rise in popularity was partly thanks to the North American racing rules, which introduced a “pack” style of racing. Capitalising on this, the organisers of the 1932 Lake Placid Games, with the consent of the International Skating Union (ISU), agreed to follow these rules for the programme’s speed skating events.",How did the lack of 400m long tracks in Canada and the United States lead to the development of indoor speed skating competitions?,5,"The lack of 400m long outdoor tracks in Canada and the United States likely led to the development of indoor speed skating competitions as a way to provide skaters with a suitable venue to train and compete. Skate length tracks typically range from 200-250 meters. Indoor competitions also allow for more control over environmental factors such as temperature and wind, which can affect outdoor races."
shorttrackspeedskating,"International Recognition

Countries such as Great Britain, Australia, Belgium, France and Japan deserve a great deal of credit in the development of the sport, since they participated in international open competitions before the sport was recognized by the International Skating Union. In 1967, the ISU declared Short Track Speed Skating an official sport, but international worldwide competitions were not held until 1976. During this period of time, countries kept competing amongst themselves.",Which countries played a significant role in the development of Short Track Speed Skating before it was officially recognized by the International Skating Union in 1967?,5,"South Korea, Canada, United States"
shorttrackspeedskating,"Olympic History

After having been a demonstration sport at the 1988 Games in Calgary, short track speed skating became part of the Olympic programme in Albertville in 1992, with two individual events and two relays. The discipline comprises men’s and women’s events. Since the 2006 Olympic Games in Turin, the programme of this discipline has included eight events.

It quickly became popular with the public, who are thrilled to watch rapid races on tight tracks. The skaters race so closely to each other that collisions and falls are inevitable, which is why the walls of the speed skating oval are padded.",When did short track speed skating become part of the Olympic programme and how many events are included in the discipline since the 2006 Olympic Games in Turin?,5,"Short track speed skating became part of the Olympic programme in 1992, starting with the Winter Olympics in Albertville, France. Since the 2006 Olympic Games in Turin, there have been 8 events included in the discipline: Men's 500m, 1000m, 1500m, 5000m relay, Women's 500m, 1000m, 1500m, and 3000m relay."
shorttrackspeedskating,"Asian Emergence

China and Korea have emerged to challenge North American dominance in this event. At the 2006 Turin Games, it was South Korea who emerged as the nation to beat, winning an incredible six gold medals, and 10 medals in total.",Which Asian countries have emerged to challenge North American dominance in this event?,5,"Some Asian countries that have emerged to challenge North American dominance in events could include China, Japan, South Korea, and India."
rugbysevens,"The sport of rugby can trace its origins back to medieval times in several European countries, but it was between 1845 and 1848 that the modern rugby codes were established by pupils from a school in the English town of Rugby and the University of Cambridge. In 1871, the first national federation was formed; two years later, the discipline of rugby sevens was conceived by two butchers, Ned Haig and David Sanderson, as a fund-raising event in Melrose, Scotland. In 1886, the International Rugby Board (now known as World Rugby) was established.",What event led to the creation of the discipline of rugby sevens in 1886?,5,"The creation of the discipline of rugby sevens in 1886 was likely in response to the desire for a faster-paced, more exciting version of the traditional rugby union game."
rugbysevens,"Brief Overview of the Rules

Although plenty of rugby variants have emerged over the years—including rugby league, beach rugby and flag rugby—the two main forms of the game remain 15-player rugby union and rugby sevens. All variants share the same basic rules for tackling, backward passes and scrums, which differ based on the number of players on the pitch. Rugby sevens is fast-paced and intense, played in matches lasting 14 minutes. It is an exceptionally testing version of the sport, in which players make more sprints and score more tries than in rugby union. Points are scored in the same way as rugby union: 5 points for a try, 2 points for a conversion, and 3 points for a drop goal or penalty.",What are the different ways to score points in rugby sevens and how many points are awarded for each?,5,"There are a few different ways to score points in rugby sevens. 

- A try, which is worth 5 points
- A conversion kick after a try, which is worth 2 points
- A penalty kick, which is worth 3 points
- A drop goal, which is worth 3 points"
rugbysevens,"Olympic History

The history of rugby at the Olympic Games stretches over several periods. A men’s rugby union competition was first included at the 1900 Paris Games, and was contested again at the 1908, 1920 and 1924 Olympics. However, the sport was dropped from the Olympic programme following the 1924 Games in Paris.

In October 2009 the IOC voted to introduce the sevens version of the sport at the Rio 2016 Olympic Games, and it has been part of the men’s and women’s programme ever since.", When was rugby first included in the Olympic Games?,5,"Rugby was first included in the Olympic Games in 1900 in Paris, France."
